frame_id,detected,confidence,intensity_level,heat_intensity,foreground_pixels,foreground_percentage,num_components,max_temp,avg_temp,min_temp
0,False,0.0,매우 낮음,0.0,0,0.0,0,25.75,24.3046875,23.0
1,False,0.0,매우 낮음,0.0,0,0.0,0,26.0,24.21875,23.0
2,False,0.0,매우 낮음,0.0,0,0.0,0,25.75,24.17578125,23.0
3,False,0.0,매우 낮음,0.0,0,0.0,0,25.5,24.14453125,23.25
4,False,21.380718954248362,보통,105.5,2,0.3472222222222222,0,25.5,24.0625,22.75
5,True,24.02369281045752,낮음,94.1875,16,2.7777777777777777,1,25.75,23.8984375,23.0
6,False,22.07516339869281,보통,105.5,4,0.6944444444444444,0,26.25,24.06640625,23.25
7,False,16.662581699346404,낮음,79.66666666666667,3,0.5208333333333333,0,26.0,24.15625,23.0
8,False,36.01307189542484,높음,169.5,8,1.3888888888888888,0,26.5,24.21484375,23.25
9,False,39.2687908496732,높음,184.33333333333334,9,1.5625,0,27.25,24.3203125,23.25
10,False,33.30065359477124,보통,148.58333333333334,12,2.083333333333333,0,26.0,24.26953125,23.25
11,False,35.09161998132586,높음,166.57142857142858,7,1.215277777777778,0,26.75,24.140625,23.25
12,True,37.53048014077425,높음,168.3846153846154,13,2.256944444444444,1,27.0,24.3671875,23.0
13,False,32.02614379084967,높음,156.25,4,0.6944444444444444,0,26.0,24.5,23.5
14,False,32.755718954248366,높음,158.2,5,0.8680555555555556,0,26.0,24.37890625,22.75
15,True,36.158496732026144,높음,166.7,10,1.7361111111111112,1,26.75,24.39453125,23.0
16,False,32.15277777777778,높음,158.66666666666666,3,0.5208333333333333,0,26.0,24.3671875,23.25
17,False,30.93545751633987,높음,156.0,1,0.1736111111111111,0,25.75,24.3671875,23.0
18,False,22.410130718954246,보통,103.66666666666667,6,1.0416666666666665,0,26.25,24.1796875,22.75
19,False,0.0,매우 낮음,0.0,0,0.0,0,26.0,24.27734375,23.0
20,False,0.0,매우 낮음,0.0,0,0.0,0,25.75,24.3515625,23.25
21,False,0.0,매우 낮음,0.0,0,0.0,0,25.25,24.26953125,23.25
22,False,0.0,매우 낮음,0.0,0,0.0,0,25.75,24.26171875,23.0
23,False,21.599945533769063,낮음,94.22222222222223,9,1.5625,0,25.5,24.09765625,22.75
24,False,30.739379084967318,높음,155.0,1,0.1736111111111111,0,25.75,24.25,23.25
25,False,16.56726579520697,낮음,68.55555555555556,9,1.5625,0,25.5,24.19140625,22.5
26,False,21.376633986928105,낮음,86.0,13,2.256944444444444,0,25.75,24.08984375,22.25
27,True,27.762908496732024,낮음,97.32,25,4.340277777777778,1,26.25,24.078125,22.0
28,False,18.157679738562095,낮음,76.66666666666667,9,1.5625,0,25.5,23.9921875,22.5
29,False,21.226307189542485,낮음,99.4,5,0.8680555555555556,0,25.25,23.9921875,23.0
30,True,36.04358900422915,낮음,93.50980392156863,51,8.854166666666668,1,26.0,23.734375,22.75
31,True,23.28951277480689,낮음,79.81818181818181,22,3.8194444444444446,1,25.5,23.83203125,22.25
32,True,35.452977487291214,낮음,85.18518518518519,54,9.375,3,25.5,23.78515625,21.75
33,False,28.30065359477124,낮음,94.75,28,4.861111111111112,0,26.25,23.765625,22.5
34,True,38.601764151988476,낮음,92.38983050847457,59,10.243055555555555,2,26.0,23.74609375,22.75
35,True,33.0718954248366,낮음,83.66666666666667,48,8.333333333333332,1,25.75,23.75390625,22.25
36,True,26.870915032679736,낮음,94.54166666666667,24,4.166666666666666,1,26.25,23.91796875,22.25
37,False,30.71650326797386,보통,147.8,5,0.8680555555555556,0,25.75,24.15234375,23.25
38,False,27.508169934640524,보통,126.125,8,1.3888888888888888,0,25.75,24.1171875,23.0
39,False,30.506535947712422,보통,148.5,4,0.6944444444444444,0,25.75,24.30078125,23.25
40,False,33.099673202614376,높음,151.1,10,1.7361111111111112,0,26.0,24.40234375,23.25
41,False,31.331699346405223,보통,149.16666666666666,6,1.0416666666666665,0,26.0,24.4140625,23.25
42,False,0.0,매우 낮음,0.0,0,0.0,0,25.25,24.3125,22.75
43,False,34.48295985060691,높음,151.07142857142858,14,2.430555555555556,0,26.0,24.578125,23.25
44,False,32.091503267973856,보통,149.5,8,1.3888888888888888,0,26.0,24.52734375,23.5
45,False,30.506535947712422,보통,148.5,4,0.6944444444444444,0,25.75,24.484375,23.0
46,False,30.83391690009337,보통,144.85714285714286,7,1.215277777777778,0,25.75,24.546875,22.75
47,False,21.760620915032682,보통,105.66666666666667,3,0.5208333333333333,0,25.5,24.3515625,23.0
48,True,32.942810457516345,높음,150.3,10,1.7361111111111112,1,26.25,24.5546875,23.5
49,False,31.758286647992534,보통,149.57142857142858,7,1.215277777777778,0,26.0,24.52734375,23.25
50,False,0.0,매우 낮음,0.0,0,0.0,0,25.5,24.453125,22.75
51,False,26.66830065359477,보통,118.3,10,1.7361111111111112,0,25.75,24.515625,22.5
52,False,30.07761437908497,보통,141.0,7,1.215277777777778,0,26.0,24.30859375,23.0
53,False,29.069444444444443,보통,139.4,5,0.8680555555555556,0,26.0,24.4921875,23.25
54,False,13.49673202614379,낮음,61.75,4,0.6944444444444444,0,25.5,24.28125,22.5
55,False,22.20669934640523,보통,104.4,5,0.8680555555555556,0,26.25,24.58203125,22.5
56,False,27.775326797385624,보통,132.8,5,0.8680555555555556,0,26.0,24.6015625,23.5
57,False,29.797502334267044,보통,139.57142857142858,7,1.215277777777778,0,25.75,24.59375,23.5
58,False,31.055283224400874,보통,142.44444444444446,9,1.5625,0,25.75,24.44921875,23.25
59,False,0.0,매우 낮음,0.0,0,0.0,0,25.75,24.15625,23.0
60,False,21.380718954248362,보통,105.5,2,0.3472222222222222,0,25.75,24.26171875,23.0
61,False,31.437908496732025,높음,153.25,4,0.6944444444444444,0,26.0,24.296875,23.0
62,True,27.284080298786183,보통,114.35714285714286,14,2.430555555555556,1,25.75,24.19921875,23.25
63,False,28.34967320261438,보통,137.5,4,0.6944444444444444,0,25.5,24.2265625,23.0
64,False,13.198529411764705,낮음,62.0,3,0.5208333333333333,0,25.25,24.0390625,22.5
65,False,0.0,매우 낮음,0.0,0,0.0,0,25.25,24.03515625,22.75
66,True,40.79095941859331,낮음,89.38805970149254,67,11.631944444444445,3,26.25,23.82421875,22.75
67,False,0.0,매우 낮음,0.0,0,0.0,0,26.0,24.015625,23.0
68,True,24.257119514472453,낮음,86.52380952380952,21,3.6458333333333335,1,26.75,24.0859375,22.25
69,False,22.06699346405229,낮음,98.375,8,1.3888888888888888,0,25.25,24.04296875,23.0
70,True,21.820144724556492,낮음,74.0952380952381,21,3.6458333333333335,1,25.75,24.05078125,22.25
71,True,44.884131103421765,낮음,78.38823529411765,85,14.756944444444445,2,25.0,23.71875,22.0
72,False,20.74346405228758,낮음,91.625,8,1.3888888888888888,0,25.5,24.0,22.75
73,False,20.187908496732025,낮음,92.33333333333333,6,1.0416666666666665,0,25.25,24.046875,22.5
74,True,22.868790849673204,낮음,72.36,25,4.340277777777778,1,25.5,23.94921875,22.25
75,False,21.555010893246187,낮음,78.05555555555556,18,3.125,0,25.5,23.88671875,21.75
76,True,47.40904139433552,낮음,82.41111111111111,90,15.625,4,25.25,23.6796875,22.25
77,True,23.361928104575163,낮음,90.8125,16,2.7777777777777777,1,25.5,23.91015625,22.75
78,False,20.729458450046685,낮음,80.92857142857143,14,2.430555555555556,0,26.25,24.03125,22.25
79,False,26.008986928104576,보통,127.33333333333333,3,0.5208333333333333,0,26.75,24.00390625,22.75
80,False,22.920751633986924,낮음,88.5625,16,2.7777777777777777,0,25.5,23.94140625,22.5
81,True,25.409967320261437,낮음,85.32,25,4.340277777777778,1,26.75,23.953125,22.0
82,True,27.032329598506067,낮음,75.88571428571429,35,6.076388888888888,2,25.75,23.8984375,22.25
83,True,30.17401960784314,낮음,74.2,45,7.8125,2,25.75,23.76171875,22.0
